School_ID,Network,Short_Name,the_geom,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
610237,Network 9,BEETHOVEN,POINT (-87.62713680545437 41.80913475686662),25 W 47TH ST,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80913476,-87.62713681,1(773)535-1480,9,GRAND BOULEVARD,3,Patricia R. Dowell
609797,Network 5,BEIDLER,POINT (-87.70585481200737 41.885321039474746),3151 W WALNUT ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.88532104,-87.70585481,1(773)534-6811,5,EAST GARFIELD PARK,27,"Walter Burnett, Jr."
609798,Network 1,BELDING,POINT (-87.73401972967199 41.95893849363402),4257 N TRIPP AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95893849,-87.73401973,1(773)534-3590,1,IRVING PARK,39,Margaret Laurino
609799,Network 4,BELL,POINT (-87.68601824433433 41.9495297982333),3730 N OAKLEY AVE,60618,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9495298,-87.68601824,1(773)534-5150,4,NORTH CENTER,47,Ameya Pawar
609922,Network 3,BELMONT-CRAGIN,POINT (-87.75795257360043 41.92160395650289),5252 W PALMER ST,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.92160396,-87.75795257,1(773)534-2900,3,BELMONT CRAGIN,36,Nicholas Sposato
609800,Network 13,BENNETT,POINT (-87.61739045570121 41.71043494844108),10115 S PRAIRIE AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.71043495,-87.61739046,1(773)535-5460,13,ROSELAND,9,Anthony A. Beale
610350,Network 12,BLACK,POINT (-87.5766429511519 41.729692360814184),9101 S EUCLID AVE,60619,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.72969236,-87.57664295,1(773)535-6390,12,CALUMET HEIGHTS,8,Michelle A. Harris
609803,Network 4,BLAINE,POINT (-87.66496784467402 41.95078051805864),1420 W GRACE ST,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95078052,-87.66496784,1(773)534-5750,4,LAKE VIEW,44,Thomas Tunney
610087,Network 10,BLAIR,POINT (-87.79060442456863 41.77655626926709),6751 W 63RD PL,60638,District,ES,"PK, K, 1, 2",41.77655627,-87.79060442,1(773)535-2076,10,CLEARING,23,Michael R. Zalewski
609698,Network 10,BOGAN HS,POINT (-87.72109744629778 41.749375609339616),3939 W 79TH ST,60652,District,HS,"9, 10, 11, 12",41.74937561,-87.72109745,1(773)535-2180,10,ASHBURN,18,Lona Lane
610238,Network 11,BOND,POINT (-87.65301778635478 41.76536056570044),7050 S MAY ST,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76536057,-87.65301779,1(773)535-3480,11,ENGLEWOOD,6,Roderick T. Sawyer
609804,Network 2,BOONE,POINT (-87.69746282205826 42.00341160727272),6710 N WASHTENAW AVE,60645,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.00341161,-87.69746282,1(773)534-2160,2,WEST RIDGE,50,Debra L. Silverstein
609815,Network 12,BOUCHET,POINT (-87.57607485712315 41.76084747994678),7355 S JEFFERY BLVD,60649,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76084748,-87.57607486,1(773)535-0501,12,SOUTH SHORE,7,Gregory Mitchell
610323,Network 12,BOWEN HS,POINT (-87.55755003385275 41.73462671971637),2710 E 89TH ST,60617,District,HS,"9, 10, 11, 12",41.73462672,-87.55755003,1(773)535-7650,12,SOUTH CHICAGO,7,Gregory Mitchell
609806,AUSL,BRADWELL,POINT (-87.5571419710349 41.754365131246374),7736 S BURNHAM AVE,60649,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.75436513,-87.55714197,1(773)535-6600,12,SOUTH SHORE,7,Gregory Mitchell
610242,ISP,BRENNEMANN,POINT (-87.64974916517143 41.95998415465289),4251 N CLARENDON AVE,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95998416,-87.64974917,1(773)534-5766,2,UPTOWN,46,James Cappleman
609809,Network 4,BRENTANO,POINT (-87.69629419836866 41.9309660958041),2723 N FAIRFIELD AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9309661,-87.6962942,1(773)534-4100,4,LOGAN SQUARE,32,Scott Waguespack
609810,Network 1,BRIDGE,POINT (-87.79866892056614 41.94911438626606),3800 N NEW ENGLAND AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94911439,-87.79866892,1(773)534-3718,1,DUNNING,38,Timothy M. Cullerton
609811,Network 13,BRIGHT,POINT (-87.56208422999353 41.699726221063116),10740 S CALHOUN AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.69972622,-87.56208423,1(773)535-6215,13,SOUTH DEERING,10,Susie Sadlowski Garza
610317,Network 8,BRIGHTON PARK,POINT (-87.69207693007087 41.82389999976054),3825 S WASHTENAW AVE,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8239,-87.69207693,1(773)535-7237,8,BRIGHTON PARK,12,George A. Cardenas
610381,Network 9,BRONZEVILLE HS,POINT (-87.62500446842496 41.80520417036024),4934 S WABASH AVE,60615,District,HS,"9, 10, 11, 12",41.80520417,-87.62500447,1(773)535-1150,9,GRAND BOULEVARD,3,Patricia R. Dowell
609726,Network 13,BROOKS HS,POINT (-87.61635260657202 41.692762528429355),250 E 111TH ST,60628,District,HS,"7, 8, 9, 10, 11, 12",41.69276253,-87.61635261,1(773)535-9930,13,ROSELAND,9,Anthony A. Beale
610091,Network 13,BROWN R,POINT (-87.638957725196 41.66487334928807),12607 S UNION AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.66487335,-87.63895773,1(773)535-5385,13,WEST PULLMAN,9,Anthony A. Beale
609812,Network 6,BROWN W,POINT (-87.67068239048238 41.88299678413438),54 N HERMITAGE AVE,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.88299679,-87.67068239,1(773)534-7250,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
609813,Network 12,BROWNELL,POINT (-87.62174596836614 41.77162035907393),6741 S MICHIGAN AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.77162036,-87.62174597,1(773)535-3030,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
609830,Network 3,BRUNSON,POINT (-87.76560565853956 41.89766257161412),932 N CENTRAL AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89766257,-87.76560566,1(773)534-6025,3,AUSTIN,29,Chris Taliaferro
609817,Network 2,BUDLONG,POINT (-87.69655603218193 41.97575432973367),2701 W FOSTER AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.97575433,-87.69655603,1(773)534-2591,2,LINCOLN SQUARE,40,Patrick O'Connor
609818,Network 3,BURBANK,POINT (-87.78269957086374 41.91759813746918),2035 N MOBILE AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91759814,-87.78269957,1(773)534-3000,3,BELMONT CRAGIN,29,Chris Taliaferro
609819,Network 9,BURKE,POINT (-87.6161405235956 41.79675956372592),5356 S KING DR,60615,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79675956,-87.61614052,1(773)535-1325,9,WASHINGTON PARK,3,Patricia R. Dowell
609820,ISP,BURLEY,POINT (-87.66985312412211 41.937937473581265),1630 W BARRY AVE,60657,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.93793747,-87.66985312,1(773)534-5475,4,LAKE VIEW,32,Scott Waguespack
609821,ISP,BURNHAM,POINT (-87.56713059136543 41.71440206175561),9928 S CRANDON AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.71440206,-87.56713059,1(773)535-6530,13,SOUTH DEERING,7,Gregory Mitchell
609827,Network 12,BURNSIDE,POINT (-87.60743532128883 41.72848063790991),650 E 91ST PL,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.72848064,-87.60743532,1(773)535-3300,12,CHATHAM,8,Michelle A. Harris
609828,ISP,BURR,POINT (-87.66866060377357 41.912357907271925),1621 W WABANSIA AVE,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91235791,-87.6686606,1(773)534-4090,6,WEST TOWN,32,Scott Waguespack
609829,ISP,BURROUGHS,POINT (-87.69245662922816 41.82886790652319),3542 S WASHTENAW AVE,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.82886791,-87.69245663,1(773)535-7226,8,BRIGHTON PARK,12,George A. Cardenas
609832,Network 10,BYRNE,POINT (-87.7915444826982 41.79503096443681),5329 S OAK PARK AVE,60638,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.79503097,-87.79154448,1(773)535-2170,10,GARFIELD RIDGE,23,Michael R. Zalewski
609833,Network 12,CALDWELL,POINT (-87.58072902767272 41.73922635448458),8546 S CREGIER AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.73922636,-87.58072903,1(773)535-6300,12,AVALON PARK,8,Michelle A. Harris
610353,Network 8,CALMECA,POINT (-87.71165364057762 41.824377327213384),3456 W 38TH ST,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.82437733,-87.71165364,1(773)535-7000,8,BRIGHTON PARK,12,George A. Cardenas
400147,Options,CAMELOT - CHICAGO EXCEL HS,POINT (-87.6537265378718 41.691969313672274),1257 W 111TH ST,60643,Contract,HS,"9, 10, 11, 12",41.69196931,-87.65372654,1(773)629-8379,13,MORGAN PARK,34,Carrie M. Austin
610565,Options,CAMELOT - EXCEL ENGLEWOOD HS,POINT (-87.64912434695815 41.763895973300585),7141 S MORGAN ST,60621,Contract,HS,"8, 9, 10, 11, 12",41.76389597,-87.64912435,1(773)675-6674,11,ENGLEWOOD,6,Roderick T. Sawyer
400175,Options,CAMELOT - EXCEL SOUTH SHORE HS,POINT (-87.55648708348222 41.75974863927389),7530 S SOUTH SHORE DR,60649,Contract,HS,"9, 10, 11, 12",41.75974864,-87.55648708,1(773)902-7800,12,SOUTH SHORE,7,Gregory Mitchell
400176,Options,CAMELOT - EXCEL SOUTHWEST HS,POINT (-87.69073009115593 41.76592891992978),7014 S WASHTENAW AVE,60629,Contract,HS,"8, 9, 10, 11, 12",41.76592892,-87.69073009,1(773)424-0721,10,AUBURN GRESHAM,17,Latasha R. Thomas
610572,Options,CAMELOT SAFE ES,POINT (-87.55051275982352 41.75311714101605),7530 S SOUTH SHORE DR,60603,Safe,ES,"4, 5, 6, 7, 8",41.75311714,-87.55051276,1(773)902-2487,12,SOUTH SHORE,7,Gregory Mitchell
610573,Options,CAMELOT SAFE HS,POINT (-87.5518035520084 41.75311490093142),7530 S SOUTH SHORE DR,60603,Safe,HS,"9, 10, 11, 12",41.7531149,-87.55180355,1(773)902-2487,12,SOUTH SHORE,7,Gregory Mitchell
609835,Network 5,CAMERON,POINT (-87.71792663520327 41.90379211711643),1234 N MONTICELLO AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90379212,-87.71792664,1(773)534-4290,5,HUMBOLDT PARK,26,Roberto Maldonado
610539,Network 3,CAMRAS,POINT (-87.77012725797415 41.93493062208358),3000 N MANGO AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.93493062,-87.77012726,1(773)534-2960,3,BELMONT CRAGIN,30,Ariel E. Reboyras
609836,Network 1,CANTY,POINT (-87.8292957010156 41.948007027273874),3740 N PANAMA AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94800703,-87.8292957,1(773)534-1238,1,DUNNING,38,Timothy M. Cullerton
610024,ISP,CARDENAS,POINT (-87.71601740734381 41.84848776988237),2345 S MILLARD AVE,60623,District,ES,"PK, K, 1, 2, 3",41.84848777,-87.71601741,1(773)534-1465,7,SOUTH LAWNDALE,22,Ricardo Munoz
609837,ISP,CARNEGIE,POINT (-87.59079500925881 41.78336832270084),1414 E 61ST PL,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78336832,-87.59079501,1(773)535-0530,9,WOODLAWN,20,Willie B. Cochran
609839,Network 10,CARROLL,POINT (-87.69601207513412 41.742516625773),2929 W 83RD ST,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74251663,-87.69601208,1(773)535-9414,10,ASHBURN,18,Lona Lane
609842,ISP,CARSON,POINT (-87.68779954321866 41.79327214337314),5516 S MAPLEWOOD AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79327214,-87.68779954,1(773)535-9222,8,GAGE PARK,15,Raymond Lopez
609844,AUSL,CARTER,POINT (-87.62245275191152 41.78982790446188),5740 S MICHIGAN AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78982791,-87.62245275,1(773)535-0860,9,WASHINGTON PARK,20,Willie B. Cochran
609845,Network 13,CARVER G,POINT (-87.59951563220227 41.65370211546621),901 E 133RD PL,60827,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.65370212,-87.59951563,1(773)535-5674,13,RIVERDALE,9,Anthony A. Beale
609760,Network 6,CARVER MILITARY HS,POINT (-87.59062038515513 41.65628995142258),13100 S DOTY AVE,60627,District,HS,"9, 10, 11, 12",41.65628995,-87.59062039,1(773)535-5250,13,RIVERDALE,9,Anthony A. Beale
610021,AUSL,CASALS,POINT (-87.71423364672151 41.90450276371701),3501 W POTOMAC AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90450276,-87.71423365,1(773)534-4444,5,HUMBOLDT PARK,26,Roberto Maldonado
609849,Network 10,CASSELL,POINT (-87.70321548828544 41.6873470545929),11314 S SPAULDING AVE,60655,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.68734706,-87.70321549,1(773)535-2640,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
609826,Network 7,CASTELLANOS,POINT (-87.71492701415002 41.84544987856497),2524 S CENTRAL PARK AVE,60623,District,ES,"4, 5, 6, 7, 8",41.84544988,-87.71492701,1(773)534-1620,7,SOUTH LAWNDALE,22,Ricardo Munoz
400021,Charter,CATALYST - CIRCLE ROCK,POINT (-87.76532197832837 41.8823222208844),5608 W WASHINGTON BLVD,60644,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.88232222,-87.76532198,1(773)945-5025,3,AUSTIN,29,Chris Taliaferro
400115,Charter,CATALYST - MARIA,POINT (-87.6930753226288 41.770991718211576),6727 S CALIFORNIA AVE,60629,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",41.77099172,-87.69307532,1(773)993-1770,10,CHICAGO LAWN,17,Latasha R. Thomas
610251,Network 5,CATHER,POINT (-87.69918700903415 41.882949923809264),2908 W WASHINGTON BLVD,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.88294992,-87.69918701,1(773)534-6780,5,EAST GARFIELD PARK,27,"Walter Burnett, Jr."
609851,AUSL,CHALMERS,POINT (-87.6952593685406 41.866435251350666),2745 W ROOSEVELT RD,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.86643525,-87.69525937,1(773)534-1720,5,NORTH LAWNDALE,28,Jason C. Ervin
