SCHOOL_ID,Short_Name,SCH_ADDR,the_geom,GRADE_CAT,GRADES,SCH_TYPE,X,Y
609821,BURNHAM,"1903 E 96TH ST, 60617",POINT (-87.57761610478451 41.720529374084634),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5776161,41.72052938
609827,BURNSIDE,"650 E 91ST PL, 60619",POINT (-87.60743531771375 41.72848063518624),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.60743532,41.72848064
609828,BURR,"1621 W WABANSIA AVE, 60622",POINT (-87.66866060012036 41.91235791085212),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6686606,41.91235791
609829,BURROUGHS,"3542 S WASHTENAW AVE, 60632",POINT (-87.69245662443122 41.828867904695734),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69245662,41.82886791
609832,BYRNE,"5329 S OAK PARK AVE, 60638",POINT (-87.79154448272853 41.79503096083551),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.79154448,41.79503096
400091,CHICAGO TECH ACADEMY,"1301 W 14TH ST, 60608",POINT (-87.65909480289805 41.863301410924144),HS,"9, 10, 11",Contract,-87.6590948,41.86330141
609833,CALDWELL,"8546 S CREGIER AVE, 60617",POINT (-87.58072902531072 41.739226350867675),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.58072902,41.73922635
610243,CALHOUN,"2833 W ADAMS ST, 60612",POINT (-87.6975585306753 41.878248528962764),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69755853,41.87824853
610353,CALMECA,"3456 W 38TH ST, 60632",POINT (-87.71165364062117 41.82437732271189),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.71165364,41.82437732
609835,CAMERON,"1234 N MONTICELLO AVE, 60651",POINT (-87.71792663394626 41.90379212251171),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.71792663,41.90379212
610539,CAMRAS,"3000 N MANGO AVE, 60634",POINT (-87.77012725796622 41.934930622983885),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.77012726,41.93493062
610018,CANTER,"4959 S BLACKSTONE AVE, 60615",POINT (-87.59043083100246 41.80430796743642),MS,"7, 8","District, non-alternative",-87.59043083,41.80430797
609836,CANTY,"3740 N PANAMA AVE, 60634",POINT (-87.8292957022145 41.94800702817947),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8292957,41.94800703
610024,CARDENAS,"2345 S MILLARD AVE, 60623",POINT (-87.7160174036969 41.84848777346416),ES,"PK, K, 1, 2, 3","District, non-alternative",-87.7160174,41.84848777
609837,CARNEGIE,"1414 E 61ST PL, 60637",POINT (-87.59079500448897 41.78336831906858),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.590795,41.78336832
609839,CARROLL,"2929 W 83RD ST, 60652",POINT (-87.69601207396762 41.74251662216508),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69601207,41.74251662
609842,CARSON,"5516 S MAPLEWOOD AVE, 60629",POINT (-87.68779954324576 41.79327214067223),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.68779954,41.79327214
400010,ACE TECHNICAL CHARTER HS,"5410 S STATE ST, 60609",POINT (-87.62584903297876 41.7961215068429),HS,"9, 10, 11, 12",Charter,-87.62584903,41.79612151
609772,ADDAMS,"10810 S AVENUE H, 60617",POINT (-87.532976037024 41.6987387981394),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.53297604,41.6987388
609773,AGASSIZ,"2851 N SEMINARY AVE, 60657",POINT (-87.65622866502646 41.934126298380114),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65622866,41.9341263
610513,AIR FORCE HS,"3630 S WELLS ST, 60609",POINT (-87.6327569771275 41.828145320212286),HS,"9, 10, 11","District, non-alternative",-87.63275698,41.82814532
610212,ALBANY PARK,"4929 N SAWYER AVE, 60625",POINT (-87.70966397934643 41.971141487822294),MS,"7, 8","District, non-alternative",-87.70966398,41.97114149
609774,ALCOTT ES,"2625 N ORCHARD ST, 60614",POINT (-87.64637639685175 41.92985054961706),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6463764,41.92985055
610524,ALCOTT HS,"2957 N HOYNE AVE, 60618",POINT (-87.68056201136822 41.93579455648328),HS,"9, 10, 11","District, non-alternative",-87.68056201,41.93579456
609848,ALDRIDGE,"630 E 131ST ST, 60827",POINT (-87.60647384456267 41.657404965104774),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.60647384,41.65740497
609775,ALTGELD,"1340 W 71ST ST, 60636",POINT (-87.65820483155116 41.7650758911878),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65820483,41.76507589
400012,AMANDLA CHTR HS,"6800 S STEWART AVE, 60621",POINT (-87.63526151829694 41.77080454666991),HS,"5, 6, 7, 8",Charter,-87.63526152,41.77080455
609780,AMES,"1920 N HAMLIN AVE, 60647",POINT (-87.72174231558469 41.91604463215879),MS,"7, 8","District, non-alternative",-87.72174232,41.91604463
609695,AMUNDSEN HS,"5110 N DAMEN AVE, 60625",POINT (-87.6794842101135 41.97506725672869),HS,"9, 10, 11, 12","District, non-alternative",-87.67948421,41.97506726
609951,ARIEL,"1119 E 46TH ST, 60653",POINT (-87.59851933416013 41.81136167679246),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.59851933,41.81136168
609777,ARMOUR,"950 W 33RD PL, 60608",POINT (-87.65065315531322 41.833853907020945),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65065316,41.83385391
609779,"ARMSTRONG, G","2110 W GREENLEAF AVE, 60645",POINT (-87.6844418212974 42.01014998640255),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.68444182,42.01014999
610156,"ARMSTRONG, L","5345 W CONGRESS PKWY, 60644",POINT (-87.75923506732659 41.87380958945669),ES,"3, 4, 5, 6","District, non-alternative",-87.75923507,41.87380959
610287,ASHBURN,"8300 S ST LOUIS AVE, 60652",POINT (-87.7096096772409 41.74235056625388),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70960968,41.74235057
610268,ASHE,"8505 S INGLESIDE AVE, 60619",POINT (-87.60117440686278 41.74018378844838),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.60117441,41.74018379
400013,ASPIRA CHTR - EARLY COLLEGE HS,"3986 W BARRY AVE, 60618",POINT (-87.72683657164177 41.9373542755102),HS,"9, 10, 11, 12",Charter,-87.72683657,41.93735428
400017,ASPIRA CHTR - HAUGAN,"3729 W LELAND AVE, 60625",POINT (-87.72182466518926 41.96640566898425),MS,"6, 7, 8",Charter,-87.72182466,41.96640567
400015,ASPIRA CHTR - RAMIREZ HS,"1711 N CALIFORNIA AVE, 60647",POINT (-87.69694138011704 41.912505486655114),HS,"9, 10, 11, 12",Charter,-87.69694138,41.91250549
609781,ATTUCKS,"5055 S STATE ST, 60609",POINT (-87.62578338323173 41.80211260393532),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.62578338,41.8021126
609782,AUDUBON,"3500 N HOYNE AVE, 60618",POINT (-87.68104104949263 41.945062226984504),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.68104105,41.94506223
400018,AUSTIN BUS & ENTRP HS,"231 N PINE AVE, 60644",POINT (-87.76324887427936 41.88521325402359),HS,"9, 10, 11, 12","District, non-alternative",-87.76324887,41.88521325
610501,AUSTIN POLY HS,"231 N PINE AVE, 60644",POINT (-87.76324887427936 41.88521325402359),HS,"9, 10, 11, 12","District, non-alternative",-87.76324887,41.88521325
609786,AVALON PARK,"8045 S KENWOOD AVE, 60619",POINT (-87.5916538072862 41.74824699034772),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.59165381,41.74824699
610544,AZUELA,"4707 W MARQUETTE RD, 60629",POINT (-87.7399202350127 41.771079069238915),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.73992023,41.77107907
610265,BANNEKER,"6656 S NORMAL BLVD, 60621",POINT (-87.63727734242272 41.77272749594101),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.63727734,41.7727275
609788,BARNARD,"10354 S CHARLES ST, 60643",POINT (-87.65807422292714 41.70513100499979),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65807422,41.70513101
609789,BARRY,"2828 N KILBOURN AVE, 60641",POINT (-87.73938835704465 41.93251058461602),ES,"PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.73938836,41.93251059
609790,BARTON,"7650 S WOLCOTT AVE, 60620",POINT (-87.67092712515536 41.75419384616411),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.67092712,41.75419385
609791,BASS,"1140 W 66TH ST, 60621",POINT (-87.65353241661735 41.774246447322014),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65353242,41.77424645
609792,BATEMAN,"4220 N RICHMOND ST, 60618",POINT (-87.70215095695657 41.95821983975402),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70215096,41.95821984
610083,BEARD,"6445 W STRONG ST, 60656",POINT (-87.78963033156545 41.97012488323366),ES,"PK, K, 1, 2, 3","District, Special Ed.",-87.78963033,41.97012488
610246,BEASLEY,"5255 S STATE ST, 60609",POINT (-87.62569157611483 41.79846495836002),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.62569158,41.79846496
609796,BEAUBIEN,"5025 N LARAMIE AVE, 60630",POINT (-87.75756504279337 41.972393945587505),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.75756504,41.97239395
610237,BEETHOVEN,"25 W 47TH ST, 60609",POINT (-87.6271368042906 41.80913475325808),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6271368,41.80913475
609797,BEIDLER,"3151 W WALNUT ST, 60612",POINT (-87.70585480958898 41.88532104036188),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70585481,41.88532104
609798,BELDING,"4257 N TRIPP AVE, 60641",POINT (-87.73401973205058 41.95893849724776),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.73401973,41.9589385
609799,BELL,"3730 N OAKLEY AVE, 60618",POINT (-87.68601824188592 41.94952980182081),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.68601824,41.9495298
609922,BELMONT-CRAGIN,"2456 N MANGO AVE, 60639",POINT (-87.76980777628152 41.92563027510522),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.76980778,41.92563028
609800,BENNETT,"10115 S PRAIRIE AVE, 60628",POINT (-87.6173904533082 41.7104349475258),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.61739045,41.71043495
610370,BEST PRACTICE HS,"2040 W ADAMS ST, 60612",POINT (-87.67819525480176 41.87880880971917),HS,12,High School,-87.67819525,41.87880881
610365,BETHUNE,"3030 W ARTHINGTON ST, 60612",POINT (-87.70216290193521 41.87016772073667),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7021629,41.87016772
610350,BLACK,"9101 S EUCLID AVE, 60617",POINT (-87.57664294754636 41.72969236079044),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.57664295,41.72969236
609803,BLAINE,"1420 W GRACE ST, 60613",POINT (-87.66496784104658 41.95078051893785),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.66496784,41.95078052
610087,BLAIR,"6751 W 63RD PL, 60638",POINT (-87.79060443059764 41.776556267494854),ES,"PK, K, 1","District, Special Ed.",-87.79060443,41.77655627
609698,BOGAN HS,"3939 W 79TH ST, 60652",POINT (-87.72109744391896 41.74937560662585),HS,"9, 10, 11, 12","District, non-alternative",-87.72109744,41.74937561
610238,BOND,"7050 S MAY ST, 60621",POINT (-87.65301778155418 41.76536056477167),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65301778,41.76536057
610161,BONTEMPS,"1241 W 58TH ST, 60636",POINT (-87.65633630602613 41.78860054153073),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65633631,41.78860054
609804,BOONE,"6710 N WASHTENAW AVE, 60645",POINT (-87.69746281961734 42.003411609960146),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69746282,42.00341161
609815,BOUCHET,"7355 S JEFFERY BLVD, 60649",POINT (-87.57607485593131 41.76084747903857),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.57607486,41.76084748
609806,BRADWELL,"7736 S BURNHAM AVE, 60649",POINT (-87.557141968652 41.754365129429544),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.55714197,41.75436513
610242,BRENNEMANN,"4251 N CLARENDON AVE, 60613",POINT (-87.64974915912128 41.95998415641754),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.64974916,41.95998416
609809,BRENTANO,"2723 N FAIRFIELD AVE, 60647",POINT (-87.69629419593947 41.93096609759129),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6962942,41.9309661
609810,BRIDGE,"3800 N NEW ENGLAND AVE, 60634",POINT (-87.79866892293302 41.94911439167907),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.79866892,41.94911439
609811,BRIGHT,"10740 S CALHOUN AVE, 60617",POINT (-87.56208422525296 41.69972621562909),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.56208423,41.69972622
610317,BRIGHTON PARK,"3825 S WASHTENAW AVE, 60632",POINT (-87.69207692529228 41.82389999613245),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69207693,41.8239
610381,BRONZEVILLE HS,"4934 S WABASH AVE, 60615",POINT (-87.62444722509098 41.80455816435276),HS,"9, 10, 11, 12","District, non-alternative",-87.62444723,41.80455817
400019,BRONZEVILLE LTHOUSE CHTR CAMPUS,"8 W ROOT ST, 60609",POINT (-87.62662179958019 41.8192766076449),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6266218,41.81927661
609726,BROOKS HS,"250 E 111TH ST, 60628",POINT (-87.61635260541085 41.69276252482062),HS,"9, 10, 11, 12","District, non-alternative",-87.61635261,41.69276253
610091,"BROWN, R","12607 S UNION AVE, 60628",POINT (-87.63895772162304 41.66487334656535),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.63895772,41.66487335
609812,"BROWN, W","54 N HERMITAGE AVE, 60612",POINT (-87.67068239047308 41.88299678503467),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.67068239,41.88299679
609813,BROWNELL,"6741 S MICHIGAN AVE, 60637",POINT (-87.62174596598078 41.771620357258456),ES,"PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.62174597,41.77162036
609830,BRUNSON,"932 N CENTRAL AVE, 60651",POINT (-87.76560566211478 41.897662576133506),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.76560566,41.89766258
610280,BUCKINGHAM,"9207 S PHILLIPS AVE, 60617",POINT (-87.56443085379988 41.72784955135423),ES,"4, 5, 6, 7, 8","District, Special Ed.",-87.56443085,41.72784955
609817,BUDLONG,"2701 W FOSTER AVE, 60625",POINT (-87.69655602975104 41.97575433152083),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69655603,41.97575433
609818,BURBANK,"2035 N MOBILE AVE, 60639",POINT (-87.78269957445677 41.9175981401874),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.78269957,41.91759814
609819,BURKE,"5356 S DR MARTIN LUTHER KING JR DR, 60615",POINT (-87.61614051884341 41.79675955829413),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.61614052,41.79675956
609820,BURLEY,"1630 W BARRY AVE, 60657",POINT (-87.66985311808394 41.93793747444671),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.66985312,41.93793748
609754,CHGO MILITARY ACAD HS,"3519 S GILES AVE, 60653",POINT (-87.61921553986836 41.83055497347352),HS,"9, 10, 11, 12","District, non-alternative",-87.61921554,41.83055497
400093,CHGO TALENT CHTR HS,"2245 W JACKSON BLVD, 60612",POINT (-87.73056638342959 41.88410224305368),HS,"9, 10, 11",Charter,-87.73056638,41.88410224
400036,CHICAGO VIRTUAL CHTR CAMPUS HS,"38 S PEORIA ST, 60607",POINT (-87.6497724836785 41.88055011181714),HS,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Charter,-87.64977248,41.88055011
609675,CHICAGO VOCATIONAL AA,"2100 E 87TH ST, 60617",POINT (-87.57326751327676 41.73717393356583),HS,"9, 10, 11, 12",High School,-87.57326751,41.73717393
609674,CHICAGO VOCATIONAL HS (&AA),"2100 E 87TH ST, 60617",POINT (-87.57326751327676 41.73717393356583),HS,"9, 10, 11, 12","District, non-alternative",-87.57326751,41.73717393
609854,CHOPIN,"2450 W RICE ST, 60622",POINT (-87.6889367551871 41.89671269171547),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.68893675,41.89671269
609855,CHRISTOPHER,"5042 S ARTESIAN AVE, 60632",POINT (-87.6856070019012 41.80165862056714),ES,"1, 2, 3, 4, 5, 6, 7, 8","District, Special Ed.",-87.685607,41.80165862
400113,CHICAGO QUEST NORTH,"1443 N OGDEN AVE, 60610",POINT (-87.6455614972664 41.90779679953488),HS,"6, 7",Charter,-87.6455615,41.9077968
400023,CICS-AVALON /SO SHORE,"1501 E 83RD PL, 60619",POINT (-87.58792763793977 41.743179415245926),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.58792764,41.74317942
400024,CICS-BASIL,"1816 W GARFIELD BLVD, 60609",POINT (-87.67024265373098 41.79404286097647),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.67024265,41.79404286
400092,CICS - LLOYD BOND,"13300 S LANGLEY AVE, 60827",POINT (-87.60503910312013 41.65366344852332),ES,"K, 1, 2, 3, 4, 5, 6",Charter,-87.6050391,41.65366345
400025,CICS-BUCKTOWN,"2235 N HAMILTON AVE, 60647",POINT (-87.681357963696 41.922414633609336),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.68135796,41.92241463
400032,CICS-ELLISON,"1817 W 80TH ST, 60620",POINT (-87.66934272820916 41.74840432700039),HS,"8, 9, 10, 11, 12",Charter,-87.66934273,41.74840433
400027,CICS-IRVING PARK,"3820 N SPAULDING AVE, 60618",POINT (-87.71049242485752 41.95089127735629),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.71049242,41.95089128
400108,CICS - HAWKINS,"801 E 133RD ST, 60827",POINT (-87.60223791531763 41.65441384230162),HS,"7, 8, 9, 10, 11, 12",Charter,-87.60223791,41.65441384
400033,CICS-LONGWOOD,"1309 W 95TH ST, 60643",POINT (-87.65576813173352 41.721221431294495),HS,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Charter,-87.65576813,41.72122143
400026,CICS-LOOMIS,"9535 S LOOMIS ST, 60643",POINT (-87.65756105261012 41.72024642293051),ES,"K, 1, 2",Charter,-87.65756105,41.72024642
400034,CICS-NORTHTOWN,"3900 W PETERSON AVE, 60659",POINT (-87.72650426191379 41.99024501311395),HS,"9, 10, 11, 12",Charter,-87.72650426,41.99024501
400028,CICS-PRAIRIE,"11530 S PRAIRIE AVE, 60628",POINT (-87.61688838053449 41.68443303792517),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.61688838,41.68443304
400029,CICS-WASHINGTON PARK,"6105 S MICHIGAN AVE, 60637",POINT (-87.62206844922291 41.783616844709286),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.62206845,41.78361685
609894,DRAKE,"2722 S DR MARTIN LUTHER KING JR DR, 60616",POINT (-87.61773093137295 41.84379291906595),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.61773093,41.84379292
609896,DRUMMOND,"1845 W CORTLAND ST, 60622",POINT (-87.67449459888856 41.915913805596354),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6744946,41.91591381
610364,DUBOIS,"330 E 133RD ST, 60827",POINT (-87.61432000904844 41.65373297797803),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.61432001,41.65373298
610263,DULLES,"6311 S CALUMET AVE, 60637",POINT (-87.6172141767053 41.77990048906665),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.61721418,41.77990049
610266,DUMAS TECH ACAD,"6650 S ELLIS AVE, 60637",POINT (-87.601018112795 41.77347789658421),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.60101811,41.7734779
609676,DUNBAR HS,"3000 S DR MARTIN LUTHER KING JR DR, 60616",POINT (-87.6176374346132 41.840225570781655),HS,"9, 10, 11, 12","District, non-alternative",-87.61763743,41.84022557
610188,DUNNE TECH ACAD,"10845 S UNION AVE, 60628",POINT (-87.63997360186424 41.6964961593119),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6399736,41.69649616
610352,DURKIN PARK,"8445 S KOLIN AVE, 60652",POINT (-87.72995528882623 41.738843937850206),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.72995529,41.73884394
610254,DVORAK TECH ACAD,"3615 W 16TH ST, 60623",POINT (-87.71574356213455 41.858883448787836),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.71574356,41.85888345
609736,DYETT HS,"555 E 51ST ST, 60615",POINT (-87.61193072546541 41.80207723245096),HS,"9, 10, 11, 12","District, non-alternative",-87.61193073,41.80207723
610316,EARHART,"1710 E 93RD ST, 60617",POINT (-87.58218173668236 41.72610745208292),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.58218174,41.72610745
609897,EARLE,"6121 S HERMITAGE AVE, 60636",POINT (-87.66781401288397 41.782311195152005),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.66781401,41.7823112
609898,EBERHART,"3400 W 65TH PL, 60629",POINT (-87.7079526311113 41.77442044798),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70795263,41.77442045
609899,EBINGER,"7350 W PRATT AVE, 60631",POINT (-87.81116978483423 42.00440792383863),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.81116978,42.00440793
609901,EDGEBROOK,"6525 N HIAWATHA AVE, 60646",POINT (-87.76184047923068 41.9994368363987),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.76184048,41.99943684
609794,"EDISON, T","4929 N SAWYER AVE, 60625",POINT (-87.70966397934643 41.971141487822294),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70966398,41.97114149
610523,EDISON PARK,"6220 N OLCOTT AVE, 60631",POINT (-87.8137712364274 41.994237952336896),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.81377124,41.99423795
609719,LAKE VIEW HS,"4015 N ASHLAND AVE, 60613",POINT (-87.6689526871653 41.954764068098896),HS,"9, 10, 11, 12","District, non-alternative",-87.66895269,41.95476407
610009,GALILEO,"820 S CARPENTER ST, 60607",POINT (-87.65336555067111 41.87125482480059),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.65336555,41.87125483
609903,EDWARDS,"4815 S KARLOV AVE, 60632",POINT (-87.72585617191106 41.805541536373035),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.72585617,41.80554154
609904,ELLINGTON,"243 N PARKSIDE AVE, 60644",POINT (-87.76658938012498 41.88552957977114),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.76658938,41.88552958
609906,EMMET,"5500 W MADISON ST, 60644",POINT (-87.7632406215263 41.88034956180722),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.76324062,41.88034956
400094,EPIC CHTR HS,"8255 S HOUSTON AVE, 60617",POINT (-87.5502223647406 41.74484910196158),HS,"9, 10, 11",Charter,-87.55022236,41.7448491
609907,ERICSON,"3600 W FIFTH AVE, 60624",POINT (-87.71580442665876 41.875744125311584),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.71580443,41.87574413
400039,ERIE CHTR CAMPUS,"1405 N WASHTENAW AVE, 60622",POINT (-87.69436444160928 41.90677063474983),ES,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.69436444,41.90677064
609908,ESMOND,"1865 W MONTVALE AVE, 60643",POINT (-87.66915866761671 41.68941960284579),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.66915867,41.6894196
609909,EVERETT,"3419 S BELL AVE, 60608",POINT (-87.6813103001497 41.8315551570294),ES,"PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.6813103,41.83155516
610319,EVERGREEN,"3537 S PAULINA ST, 60609",POINT (-87.667816506977 41.82935561507831),MS,"6, 7, 8","District, non-alternative",-87.66781651,41.82935562
610362,EVERS,"9811 S LOWE AVE, 60628",POINT (-87.63930546778323 41.71566535483587),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.63930547,41.71566536
610057,FAIRFIELD,"6201 S FAIRFIELD AVE, 60629",POINT (-87.6921150626034 41.78090389507422),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.69211506,41.7809039
609910,FALCONER,"3020 N LAMON AVE, 60641",POINT (-87.74933062872904 41.93578457659085),ES,"PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.74933063,41.93578458
610055,FARADAY,"3250 W MONROE ST, 60624",POINT (-87.70809201560219 41.87971359329826),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70809202,41.87971359
609912,FARNSWORTH,"5414 N LINDER AVE, 60630",POINT (-87.76607166179456 41.979790056706015),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.76607166,41.97979006
609704,FARRAGUT HS,"2345 S CHRISTIANA AVE, 60623",POINT (-87.70870562862254 41.848559875629725),HS,"PK, 9, 10, 11, 12","District, non-alternative",-87.70870563,41.84855988
